doi,paragraph,synthesis_label
10.1016/j.electacta.2018.10.175,"To prepare alloying precursor, Al (99.99%), Cu (99.999%) and In (99.99%) were used as received from Sinopham Chemical. The aluminum-copper-indium (Al73Cu25In2,) ternary precursors were prepared by an arc melting furnace under argon atmosphere at a pressure of 4.8℅10-4 Pa (Anhui Jiao Shuo Incorporation, China). The alloy ingots were subsequently solidified rapidly by single roller melt-spinning into the ribbons with a thickness of 15-20 米m. The np-Cu-In was made by chemical dealloying of the precursor by corroding the ribbon in 5 wt.% HCl solution at room temperature for 24 hours.[25,26] The resultant nanoporous product was rinsed by deionized water and alcohol in sequential order to remove residual chemicals. Nanoporous sample was attached on copper tape as current collector, and the marginal region uninterested was sealed by the silicone in favor of calculating geometrical area of the electrode. 2.2 Electrochemical training of the np-Cu-In",1
10.1016/j.electacta.2018.11.101,"Prior to Ag displacement, In was electrodeposited onto commercial In foil (Figure 1a) at a constant deposition current of ?1000 mA/cm2 for 1800 s in an electrolyte composed of 10 mM InCl3 and 500 mM HClO4 (Figure 1b). Micrometer-scale polygonal shapes were obtained that exhibited continuous morphologies with numerous holes, consistent with literature reports [39]. The In deposits were then immersed in an electrolyte composed of 10 mM AgNO3 and 10 mM 2- nitrobenzoic acid. Due to the different standard reduction potentials (In3+/In0: ?0.34 VNHE and Ag+/Ag0: +0.79 VNHE), Ag displacement occurred spontaneously [36]. We introduce the following nomenclature for the prepared catalysts: ※Ag#/In§, where ※#§ refers to the Ag displacement time (s). In the FESEM image of Ag60/In (Figure 1c), a number of Ag particles are observed to be sparsely formed on the surfaces of the In polygons. The Ag-particle density and coverage continued to increase with displacement time, to 300 s (Ag300/In, Figure 1d) and 600 s (Ag600/In, Figure 1e). Exposed In was barely visible, but still existed in the Ag600/In sample, as shown in the inset of Figure 1e. A further increase in Ag displacement time to 1200 s led to morphological changes that resulted in hierarchical nanoplates with high coverage over the surfaces of the In polygons (Figure 1f). at room temperature. Figure 3c shows the XPS spectra of the Ag#/In samples. The In 3d peak intensity was observed to continuously decrease with increasing Ag displacement time, whereas the Ag 3d peak intensity gradually increased, consistent with increasing Ag composition of the surface. The binding energies of Ag 3d5/2 peaks for all Ag#/In samples were 368.2 eV, which was identical with that for commercial Ag foil as a reference. The metallic state of Ag showed that the electronic structure of Ag was not changed even though the electrodeposited In and displaced Ag are adjacent to each other because the electronegativity of Ag and In are similar (Ag: 1.9 and In: 1.8). The In 3d peaks could be deconvoluted into In0 and In3+ peaks (Figure S1). The presence of In3+ peak might be originated from the native oxide layer. The In3+ peak intensity was decreased by increase of Ag displacement time because the exposed area of In was decreased. Based on the EDS and XPS analyses, the Ag compositions of the Ag#/In samples are summarized in Figure 3d according to Ag displacement times. The Ag compositions determined by XPS are much higher than those determined by EDS, verifying that Ag was formed on the In surface. The double layer capacitances were measured by repeated CV varying scan rate in 0.5 M KHCO3 electrolyte as shown in Figure S2 and S3. The double layer capacitance of electrodeposited In was 36.0 米F/cm2. After the Ag displacement, the value was increased with Ag#/In samples in the range of 51.0 ~ 105.0 米F/cm2, affected by their surface morphologies of displaced Ag (Figure 1b-f).",1
10.1016/j.electacta.2018.12.183,"The hierarchical CuO nanoflake on Cu foil was prepared by a facile hydrothermal method. First, 0.5 g (NH4)2S2O8 and 2.0 g NaOH were successively dissolved to 20mL DI and then the mixture was sonicated for 30min, the mixture was transferred into a Teflonlined stainless steel autoclave (25mL). Then, the preprocessed Cu foils (1.0 2.5 cm2) were carefully immersed into the autoclave and the autoclave was capped tightly and maintained at 80 C for 10 h. Finally, the resulted black CuO nanoflake was taken out and then washed with water and ethanol, followed by dried in air for further characterization.",1
10.1016/j.electacta.2018.12.183,"Typically, Co(NO3)2$6H2O (2mmol), CO(NH2)2 (5mmol) and NH4F (4mmol) were mixed in 20mL aqueous solution at room temperature and stirred until all the reagents were dissolved (denote A aqueous solution). Then, the solution was transferred to an autoclave (25mL). A piece of Cu foil (1 2.5 cm2) was immersed into the reaction solution and the autoclave was sealed tightly and maintained at 100 C for 12 h. After cooling to room temperature naturally, the precursor was rinsed with DI for at least 3 times and then dried in the air. Co3O4 nanowire arrays were synthesized by annealing of the precursor in air at 350 C for 4 hwith a heating rate of 1 C min 1, and naturally cooled to room temperature.",1
10.1016/j.electacta.2019.03.101,"To obtain Cu NPs from Cu-MOF-74, the synthesized Cu-MOF-74 was first made into a slurry with Nafion in a specific weight ratio (95:5), which was subsequently dispersed in ethanol by hand milling. Next, the Cu-MOF-74 suspension was spin coated on a glassy carbon (active area? 1 cm2) electrode. In all experiments, 0.1M potassium bicarbonate (KHCO3) was used as the electrolyte. Cu-MOF-74 was electrochemically reduced using a standard threeelectrode setup composed of the spin-coated Cu-MOF-74/glassy carbon plate as the working electrode, platinum counter electrode, and Ag/AgCl reference electrode. Finally, Cu NPs were derived from Cu-MOF-74 by linear sweep voltammetry (LSV) at a scan rate of 20mV/s from 0 to 1.4 V (vs. RHE) and chronoamperometry (CA) at 1.4 V (vs. RHE) for 30min.",1
10.1016/j.electacta.2019.03.146,"Cu2O/ILGSs were prepared using a simple wet chemical approach. Firstly, ILGS was synthesized according to our previous work [33]. Then, 40 mg ILGS is added into 40 mL water to obtained a well-dispersed suspension under ultrasonic for 30 min at room temperature, denoted as solution A. After that, 12 mL of 12.5 mmol/L CuCl2 aqueous solution was mixed with solution A and stirred vigorously for 1 hour, flowing by adding 20 mL of 0.1 mol/L NaOH slowly under stirring to obtain solution B. Subsequently, 50 mL of 6 mmol/L L-ascorbic acid is added to solution B and stirred for 2 hours at room temperature. At last, the precipitate was filtered and washed with water and ethanol thoroughly before drying under vacuum at 60 ～C for 6 hours to obtain a brown power, denoted as Cu2O/ILGS-12.5. Cu2O/ILGS-25, Cu2O/ILGS-50, and Cu2O/ILGS-100 were prepared with the same procedure except that the concentration of CuCl2 is 25, 50 and 100 mmol/L, respectively. The yields of synthesis method, the nominal and real amount of Cu2O obtained with the method were listed in Table S1.",1
10.1016/j.electacta.2019.06.074,"Graphene nanoparticles grown using a thermal plasma method, thereafter called graphene nanoflakes (GNFs), are used to support and disperse copper catalyst nanoparticles, these nanostructures being referred to as Cu-GNFs. GNFs are grown using a thermal plasma method following Pristavita＊s procedure.[30] Methane is injected in an inductively coupled thermal plasma (ICP) torch where molecules are decomposed into carbon and hydrogen atoms by the argon thermal plasma (typically 10,000 K in the main plasma zone). The ICP torch is connected to a water-cooled axisymmetric reactor with a conical expansion that allows a well-controlled flow line pattern and cooling of the plasma during expansion. This enables homogeneous nucleation of the atomic carbon precursor and growth of the specific GNF structures within a temperature window modeled to be between 4,900 K down to 3,700 K. The high temperature of the nucleation region and the extended residence time in the growth region enabled by the system geometry generate GNF structures with exceptional crystallinity downstream of the ICP torch (Figure 1).[31] The GNFs are deposited on the walls by thermophoretic forces and on the downstream collection plate of the reactor. A small flow of nitrogen (0.1 slpm) is typically added during the growth procedure along with methane, leading to a nitrogen functionalization content up to 2 at% on the surface of the GNFs. The GNFs structure consists of typically 5 to 20 atomic layers (10 on average) of stacked graphene with lateral dimensions in the order of 100 nm.",1
10.1016/j.electacta.2019.134675,"The red ligand 2,5-diphenyl-3,4(2-pyridyl)cyclopenta-2,4-dien-1-one (L) was synthesized by thermal dehydration, over silica gel, of its white diol precursor, LH2(OH)2 according to the method reported in the literature [26]. 84.5 mg (0.2 mmol) of the red ligand L were added to a solution of CuCl2 (26 mg, 2mmol) in acetone (15 ml) in an ice bath. The solution was stirred for 15 min at room temperature. Diethyl ether was then allowed to diffuse, at room temperature, slowly into the deep brown solution. The brown crystalline precipitate was filtered off and dried in vacuum. Crystals of (1) suitable for X-ray crystallography were obtained by recrystallization from dichloromethane每acetone (10:1 v/v) at room temperature after three days. Yield: 56%. Anal. Calc. for C54H36 Cl4Cu2N4O2: C, 62.26; H, 3.48; N, 5.38. Found: C, 61.64; H, 3.61; N, 6.14%. FT-IR (KBr, cm-1) 耒max : 1715 (s, C=O), 1585 (m, C=N), 1433 (m, C=C), UV每Vis (acetonitrile): 竹max (nm) (汍, L mol -1 cm-1): 514 (300), 297 (3270), 272 (34200).",1
10.1016/j.electacta.2019.134675,"The complex 2 was prepared by the same method used for 1, except that CuBr2 was used instead of CuCl2. Recrystallization from dichloromethane gave brownish tabular crystals after one day. The crystals were filtered off, washed with a small amount of cold methanol, and dried under vacuum. Yield: 60%. Anal. Calc. for C54H36 Br4Cu2N4O2: C, 53.18; H, 2.98; N, 4.59. Found: C, 53.50; H, 3.82; N, 5.04%. FT-IR (KBr, cm-1) 耒max : 1715 (s, C=O), 1583 (m, C=N), 1433 (m, C=C), UV每Vis (acetonitrile): 竹max (nm) (汍, L mol -1 cm-1): 517 (465), 292 (54171), 270 (58343).",1
10.1016/j.electacta.2019.134952,"La2CuO4 was synthesized by solution combustion method because this method is rapid and gives highly crystalline material.[24] Briefly, 5g of La(NO3)3.6H2O, 1.39 g of Cu (NO3)3.3H2O and 2.31g urea (NH2CONH2) were dissolved in 20-22 ml distilled water in a Pyrex dish. The solution was stirred using glass rod and the dish containing solution was introduced in a muffle furnace preheated at 300oC. The solution led to dehydration followed by combustion without any appearance of flame. Sample was ground in a mortar-pestle and calcined at 900oC for 10 hours to obtain the required polycrystalline sample. The synthesis reaction for the formation of La2CuO4 is given as: 2 La(NO3)3 + Cu(NO3)2 + 6.66 NH2CONH2  La2CuO4 + 10.66 N2 + 13.32 H2O + 6.66 CO2 ----- (1) Combustion synthesized La2CuO4 was characterized by X-ray diffraction (XRD) using Bruker D8 Discover diffractometer in the range of 20每80～. The Rietveld refinement was 5 performed using the FullProf-fp2k program varying different parameters simultaneously such as overall scale factor and background correction factor.",1
10.1016/j.electacta.2019.135053,"Copper (Cu) nanoparticles were synthesized by mixing of two reverse micro-emulsions (RM-1 and RM-2) [20]. RM-1 was prepared by taking 25 ml of 0.1 M solution of TX-100 in cyclohexane and adding 300 ml of n-hexanol (99%) and 225 ml of a 5%(w/v) aq. solution of CuSO4.5H2O. Similarly, RM-2 was prepared by taking 25 ml of 0.1 M solution of TX-100 in cyclohexane and adding 300 ml of n-hexanol and 225 ml of a 5% (w/v) aq. solution of NaBH4. Both the microemulsions were left stirring for 30 min. so as to obtain optically clear homogeneous dispersions. RM-2 was then added to RM-1 drop-wise with continuous stirring. The resulting solution was left for stirring for another 3 h to allow the growth of Cu nanoparticles to its completion which is termed as ※Ostwald ripening§. A nitrogen atmosphere was maintained throughout the process to ensure the complete removal of oxygen thereby preventing the oxidation of the metal. Instantaneous development of brown colour indicated the formation of the copper nanoparticles.",1
